0	0.1151	0.8586	0.1809	0.9243
0	0.5230	0.8289	0.6382	0.9441
0	0.7697	0.0773	0.8980	0.2056
1	0.7747	0.5378	0.8734	0.6365
1	0.7566	0.2632	0.8750	0.3816
1	0.3174	0.7138	0.4095	0.8059
2	0.3618	0.4227	0.4770	0.5378
2	0.6727	0.7730	0.8010	0.9013
2	0.5872	0.3191	0.6628	0.3947
3	0.2188	0.3865	0.3240	0.4918
3	0.8355	0.6875	0.9079	0.7599
3	0.4260	0.0477	0.5345	0.1562
4	0.1086	0.2105	0.2336	0.3355
4	0.1414	0.5411	0.2138	0.6135
4	0.5905	0.5559	0.7023	0.6678
5	0.5559	0.6941	0.6447	0.7829
5	0.2072	0.0461	0.3125	0.1513
5	0.6480	0.1447	0.7467	0.2434
6	0.4622	0.2368	0.5477	0.3224
6	0.2780	0.5576	0.4062	0.6859
6	0.3141	0.1891	0.3931	0.2681
7	0.6809	0.4441	0.7599	0.5230
7	0.8536	0.8289	0.9326	0.9079
7	0.0707	0.0954	0.1497	0.1743
8	0.8520	0.4030	0.9309	0.4819
8	0.0674	0.4079	0.1464	0.4868
8	0.4720	0.6003	0.5510	0.6793
