0	0.0724	0.0428	0.1941	0.1645
0	0.1250	0.6826	0.2204	0.7780
0	0.5378	0.6135	0.6332	0.7089
1	0.8191	0.7270	0.9474	0.8553
1	0.8059	0.5526	0.8783	0.6250
1	0.5592	0.2336	0.6283	0.3026
2	0.6464	0.4868	0.7155	0.5559
2	0.4836	0.7714	0.5559	0.8438
2	0.7220	0.2122	0.8043	0.2944
3	0.3125	0.1349	0.4342	0.2566
3	0.3092	0.5395	0.4211	0.6513
3	0.3076	0.7385	0.4095	0.8405
4	0.8454	0.4161	0.9112	0.4819
4	0.1497	0.4178	0.2253	0.4934
4	0.5757	0.8322	0.6842	0.9408
5	0.1612	0.5296	0.2829	0.6513
5	0.1809	0.8125	0.2730	0.9046
5	0.4605	0.4885	0.5724	0.6003
6	0.1891	0.2418	0.2977	0.3503
6	0.4145	0.3125	0.4803	0.3783
6	0.5378	0.0609	0.6661	0.1891
7	0.6711	0.6382	0.7993	0.7664
7	0.5016	0.3421	0.6299	0.4704
7	0.0395	0.2829	0.1678	0.4112
8	0.2615	0.3931	0.3898	0.5214
8	0.6826	0.0559	0.8109	0.1842
8	0.6957	0.7993	0.8240	0.9276
