0	0.6316	0.4556	0.7270	0.5510
0	0.2977	0.8372	0.3931	0.9326
0	0.1414	0.4671	0.2171	0.5428
1	0.7237	0.0938	0.8125	0.1826
1	0.8306	0.6727	0.9424	0.7845
1	0.8026	0.4128	0.8849	0.4951
2	0.4030	0.3947	0.5049	0.4967
2	0.4178	0.5855	0.4868	0.6546
2	0.6036	0.1974	0.7023	0.2961
3	0.4227	0.7270	0.5477	0.8520
3	0.2336	0.0625	0.3421	0.1711
3	0.5954	0.8109	0.7237	0.9391
4	0.1036	0.8141	0.2056	0.9161
4	0.2336	0.6957	0.3026	0.7648
4	0.6513	0.6299	0.7368	0.7155
5	0.2714	0.2566	0.3766	0.3618
5	0.2878	0.4062	0.3569	0.4753
5	0.0674	0.6151	0.1826	0.7303
6	0.7862	0.2763	0.8717	0.3618
6	0.5082	0.0592	0.6036	0.1546
6	0.2747	0.5674	0.3470	0.6398
7	0.1135	0.3405	0.1859	0.4128
7	0.0674	0.1250	0.1398	0.1974
7	0.4688	0.2484	0.5411	0.3207
8	0.7747	0.8470	0.8470	0.9194
8	0.7697	0.5477	0.8421	0.6201
8	0.3651	0.1546	0.4375	0.2270
