0	0.0477	0.2237	0.1694	0.3454
0	0.2105	0.2780	0.2961	0.3635
0	0.1480	0.5444	0.2599	0.6562
1	0.8470	0.5230	0.9227	0.5987
1	0.3339	0.1447	0.4194	0.2303
1	0.6793	0.7714	0.7582	0.8503
2	0.6184	0.2467	0.7204	0.3487
2	0.7862	0.3372	0.8553	0.4062
2	0.7878	0.1793	0.8668	0.2582
3	0.5510	0.0724	0.6464	0.1678
3	0.1694	0.7681	0.2845	0.8832
3	0.4211	0.8503	0.4868	0.9161
4	0.4984	0.2204	0.5674	0.2895
4	0.5000	0.5674	0.6217	0.6891
4	0.3174	0.5263	0.4260	0.6349
5	0.8207	0.7451	0.9424	0.8668
5	0.4145	0.6727	0.5099	0.7681
5	0.0855	0.0592	0.1842	0.1579
6	0.2039	0.4211	0.3191	0.5362
6	0.7451	0.6151	0.8503	0.7204
6	0.4375	0.4046	0.5625	0.5296
7	0.0411	0.6250	0.1661	0.7500
7	0.6316	0.5132	0.7566	0.6382
7	0.0674	0.3849	0.1924	0.5099
8	0.3092	0.3273	0.4342	0.4523
8	0.6809	0.0411	0.8059	0.1661
8	0.5740	0.3651	0.6990	0.4901
