0	0.8372	0.3125	0.9062	0.3816
0	0.5888	0.7401	0.7072	0.8586
0	0.2418	0.3635	0.3405	0.4622
1	0.2944	0.1102	0.4194	0.2352
1	0.0625	0.0773	0.1908	0.2056
1	0.7747	0.4276	0.8503	0.5033
2	0.7977	0.5641	0.9030	0.6694
2	0.7286	0.1431	0.8141	0.2286
2	0.2780	0.5888	0.3766	0.6875
3	0.4638	0.2155	0.5362	0.2878
3	0.6464	0.3536	0.7418	0.4490
3	0.4934	0.3882	0.5855	0.4803
4	0.4490	0.5148	0.5510	0.6168
4	0.3947	0.7812	0.4605	0.8470
4	0.2155	0.7188	0.3339	0.8372
5	0.7418	0.7253	0.8536	0.8372
5	0.1562	0.2253	0.2352	0.3043
5	0.5888	0.2434	0.6711	0.3257
6	0.1447	0.4572	0.2467	0.5592
6	0.6645	0.5362	0.7368	0.6086
6	0.1480	0.8438	0.2467	0.9424
7	0.0559	0.7418	0.1546	0.8405
7	0.1365	0.5987	0.2352	0.6974
7	0.5395	0.0789	0.6382	0.1776
8	0.4671	0.6595	0.5658	0.7582
8	0.0806	0.3372	0.1793	0.4359
8	0.3701	0.3174	0.4688	0.4161
