0	0.6464	0.3914	0.7516	0.4967
0	0.3799	0.3487	0.4720	0.4408
0	0.7023	0.5477	0.7878	0.6332
1	0.5543	0.1924	0.6530	0.2911
1	0.1118	0.1250	0.1776	0.1908
1	0.2237	0.2796	0.2993	0.3553
2	0.7714	0.8092	0.8734	0.9112
2	0.4474	0.8174	0.5428	0.9128
2	0.4293	0.0789	0.5016	0.1513
3	0.5362	0.6069	0.6447	0.7155
3	0.2434	0.6299	0.3487	0.7352
3	0.8339	0.1414	0.9293	0.2368
4	0.7582	0.2648	0.8438	0.3503
4	0.2681	0.4688	0.3372	0.5378
4	0.1365	0.8470	0.2352	0.9457
5	0.3717	0.5461	0.4507	0.6250
5	0.0839	0.5789	0.2023	0.6974
5	0.0641	0.7220	0.1793	0.8372
6	0.6086	0.7549	0.7336	0.8799
6	0.2878	0.7500	0.4062	0.8684
6	0.3947	0.1957	0.5099	0.3109
7	0.0724	0.3865	0.1875	0.5016
7	0.8207	0.3734	0.9359	0.4885
7	0.8240	0.6628	0.9391	0.7780
8	0.3898	0.6579	0.5049	0.7730
8	0.6826	0.0740	0.7977	0.1891
8	0.4852	0.4737	0.6003	0.5888
