0	0.5691	0.8092	0.6776	0.9178
0	0.0872	0.1711	0.1661	0.2500
0	0.4161	0.4457	0.5378	0.5674
1	0.7895	0.7270	0.8717	0.8092
1	0.1497	0.4474	0.2385	0.5362
1	0.2516	0.1612	0.3536	0.2632
2	0.4145	0.0543	0.5132	0.1530
2	0.3470	0.7418	0.4326	0.8273
2	0.2796	0.4770	0.3914	0.5888
3	0.3421	0.3207	0.4572	0.4359
3	0.6217	0.3503	0.6875	0.4161
3	0.6201	0.6036	0.7089	0.6924
4	0.1595	0.7056	0.2681	0.8141
4	0.8257	0.5609	0.9178	0.6530
4	0.4852	0.2549	0.5707	0.3405
5	0.2171	0.3372	0.2862	0.4062
5	0.8372	0.3635	0.9161	0.4424
5	0.1184	0.5773	0.2072	0.6661
6	0.8010	0.0740	0.8668	0.1398
6	0.7138	0.4605	0.7862	0.5329
6	0.4539	0.6431	0.5592	0.7484
7	0.2072	0.8438	0.3125	0.9490
7	0.7549	0.1842	0.8602	0.2895
7	0.6447	0.0789	0.7500	0.1842
8	0.8257	0.8454	0.9309	0.9507
8	0.2549	0.6135	0.3602	0.7188
8	0.0559	0.3092	0.1612	0.4145
