0	0.1464	0.8224	0.2253	0.9013
0	0.4901	0.4523	0.5559	0.5181
0	0.2533	0.4375	0.3289	0.5132
1	0.5954	0.5477	0.7138	0.6661
1	0.7681	0.3470	0.8734	0.4523
1	0.5395	0.8240	0.6151	0.8997
2	0.3224	0.1003	0.4079	0.1859
2	0.7336	0.7385	0.8059	0.8109
2	0.3306	0.7451	0.4161	0.8306
3	0.1595	0.5954	0.2319	0.6678
3	0.7632	0.0954	0.8717	0.2039
3	0.3717	0.3125	0.5000	0.4408
4	0.2385	0.2237	0.3306	0.3158
4	0.8405	0.6645	0.9260	0.7500
4	0.5099	0.6480	0.6349	0.7730
5	0.5822	0.3158	0.6546	0.3882
5	0.1711	0.0872	0.2566	0.1727
5	0.0674	0.4062	0.1957	0.5345
6	0.6497	0.0609	0.7352	0.1464
6	0.4490	0.2089	0.5576	0.3174
6	0.3947	0.5773	0.5066	0.6891
7	0.0757	0.2812	0.1875	0.3931
7	0.6645	0.2039	0.7763	0.3158
7	0.4704	0.0691	0.5822	0.1809
8	0.7467	0.4901	0.8586	0.6020
8	0.8421	0.7993	0.9539	0.9112
8	0.0493	0.7007	0.1612	0.8125
