0	0.2204	0.1859	0.2993	0.2648
0	0.6398	0.1250	0.7089	0.1941
0	0.1957	0.4786	0.3240	0.6069
1	0.7336	0.8059	0.8092	0.8816
1	0.8224	0.6151	0.9211	0.7138
1	0.5757	0.2862	0.6776	0.3882
2	0.2516	0.6678	0.3470	0.7632
2	0.5411	0.4638	0.6201	0.5428
2	0.2319	0.8273	0.2977	0.8931
3	0.4589	0.7516	0.5674	0.8602
3	0.7138	0.3224	0.7993	0.4079
3	0.6678	0.5148	0.7895	0.6365
4	0.3257	0.4079	0.4342	0.5164
4	0.7895	0.1678	0.8914	0.2697
4	0.0641	0.1694	0.1859	0.2911
5	0.3503	0.1151	0.4622	0.2270
5	0.0641	0.3553	0.1793	0.4704
5	0.5954	0.6365	0.7072	0.7484
6	0.4457	0.6053	0.5378	0.6974
6	0.1234	0.6711	0.2056	0.7533
6	0.3454	0.2681	0.4342	0.3569
7	0.8553	0.3931	0.9441	0.4819
7	0.5773	0.8421	0.6661	0.9309
7	0.4885	0.0789	0.5773	0.1678
8	0.0625	0.5444	0.1513	0.6332
8	0.0872	0.8010	0.1760	0.8898
8	0.3520	0.8240	0.4408	0.9128
