0	0.3470	0.1168	0.4359	0.2056
0	0.3586	0.2664	0.4539	0.3618
0	0.1612	0.5477	0.2336	0.6201
1	0.6349	0.0888	0.7632	0.2171
1	0.1628	0.3701	0.2648	0.4720
1	0.2780	0.6661	0.3865	0.7747
2	0.5510	0.7615	0.6793	0.8898
2	0.0674	0.6875	0.1760	0.7961
2	0.7944	0.3043	0.8602	0.3701
3	0.4391	0.8405	0.5378	0.9391
3	0.4638	0.5757	0.5724	0.6842
3	0.7484	0.8240	0.8240	0.8997
4	0.5033	0.3257	0.5724	0.3947
4	0.8289	0.6760	0.9243	0.7714
4	0.6020	0.4836	0.7237	0.6053
5	0.3832	0.4572	0.4984	0.5724
5	0.4720	0.1875	0.5477	0.2632
5	0.0938	0.2056	0.2056	0.3174
6	0.6760	0.6990	0.7418	0.7648
6	0.8224	0.4918	0.9211	0.5905
6	0.6398	0.2549	0.7089	0.3240
7	0.8322	0.1217	0.9013	0.1908
7	0.2155	0.7977	0.2845	0.8668
7	0.0905	0.0757	0.1595	0.1447
8	0.2434	0.1941	0.3125	0.2632
8	0.0905	0.8388	0.1595	0.9079
8	0.5395	0.0641	0.6086	0.1332
