0	0.6299	0.0592	0.7418	0.1711
0	0.5872	0.7697	0.7155	0.8980
0	0.3635	0.8257	0.4457	0.9079
1	0.3207	0.1595	0.4424	0.2812
1	0.7253	0.6382	0.8438	0.7566
1	0.5970	0.6234	0.6957	0.7220
2	0.2418	0.2911	0.3668	0.4161
2	0.6661	0.2237	0.7418	0.2993
2	0.2385	0.0609	0.3405	0.1628
3	0.7796	0.1086	0.8750	0.2039
3	0.4737	0.4951	0.5822	0.6036
3	0.6513	0.3717	0.7500	0.4704
4	0.2566	0.7155	0.3289	0.7878
4	0.1086	0.2878	0.1743	0.3536
4	0.7549	0.4934	0.8438	0.5822
5	0.1069	0.0839	0.2023	0.1793
5	0.0806	0.6464	0.1628	0.7286
5	0.7961	0.8322	0.9243	0.9605
6	0.3289	0.5411	0.4211	0.6332
6	0.1579	0.8553	0.2467	0.9441
6	0.1349	0.4243	0.2237	0.5132
7	0.3635	0.3947	0.4523	0.4836
7	0.4868	0.1316	0.5757	0.2204
7	0.4375	0.6990	0.5263	0.7878
8	0.8207	0.2993	0.9095	0.3882
8	0.5099	0.3257	0.5987	0.4145
8	0.1826	0.5477	0.2714	0.6365
