0	0.6069	0.7188	0.7155	0.8273
0	0.6842	0.6086	0.8092	0.7336
0	0.1332	0.6727	0.2056	0.7451
1	0.7155	0.1431	0.7812	0.2089
1	0.0855	0.1135	0.1645	0.1924
1	0.2336	0.1003	0.3388	0.2056
2	0.2368	0.2467	0.3224	0.3322
2	0.6020	0.3355	0.6908	0.4243
2	0.2204	0.4704	0.2961	0.5461
3	0.3536	0.4786	0.4786	0.6036
3	0.4885	0.2368	0.5905	0.3388
3	0.7056	0.4490	0.8141	0.5576
4	0.6036	0.5559	0.6694	0.6217
4	0.7961	0.3010	0.9112	0.4161
4	0.2138	0.8503	0.2862	0.9227
5	0.4852	0.0674	0.5740	0.1562
5	0.4326	0.6842	0.5214	0.7730
5	0.0444	0.3388	0.1727	0.4671
6	0.8454	0.0658	0.9507	0.1711
6	0.4753	0.8092	0.5938	0.9276
6	0.8602	0.5444	0.9326	0.6168
7	0.8076	0.8141	0.8799	0.8865
7	0.3141	0.7516	0.3865	0.8240
7	0.0740	0.8306	0.1464	0.9030
8	0.8421	0.6842	0.9145	0.7566
8	0.4934	0.4178	0.5658	0.4901
8	0.3076	0.3684	0.3799	0.4408
