0	0.5461	0.7549	0.6513	0.8602
0	0.2253	0.3273	0.3076	0.4095
0	0.7763	0.0789	0.9046	0.2072
1	0.6678	0.3799	0.7763	0.4885
1	0.0970	0.1020	0.2220	0.2270
1	0.4309	0.6086	0.5197	0.6974
2	0.5378	0.4342	0.6464	0.5428
2	0.4359	0.1266	0.5312	0.2220
2	0.7500	0.4819	0.8618	0.5938
3	0.2056	0.5428	0.3306	0.6678
3	0.3405	0.2845	0.4523	0.3964
3	0.7220	0.7188	0.8240	0.8207
4	0.1776	0.8092	0.2796	0.9112
4	0.8240	0.2812	0.9391	0.3964
4	0.0625	0.3914	0.1645	0.4934
5	0.2434	0.1694	0.3454	0.2714
5	0.3931	0.8174	0.5148	0.9391
5	0.0970	0.6382	0.2023	0.7434
6	0.7878	0.8635	0.8536	0.9293
6	0.2961	0.6793	0.4079	0.7911
6	0.3306	0.4539	0.4095	0.5329
7	0.6365	0.5806	0.7155	0.6595
7	0.6086	0.2303	0.6875	0.3092
7	0.6497	0.0641	0.7286	0.1431
8	0.0822	0.2632	0.1612	0.3421
8	0.4885	0.3010	0.5674	0.3799
8	0.0609	0.7812	0.1398	0.8602
