0	0.3372	0.2533	0.4424	0.3586
0	0.7681	0.8421	0.8701	0.9441
0	0.2056	0.8141	0.3207	0.9293
1	0.0954	0.2336	0.2105	0.3487
1	0.1793	0.6530	0.2747	0.7484
1	0.5428	0.2862	0.6316	0.3750
2	0.5148	0.7862	0.6266	0.8980
2	0.6826	0.5214	0.7911	0.6299
2	0.8306	0.1826	0.9457	0.2977
3	0.8536	0.4638	0.9227	0.5329
3	0.4967	0.5033	0.5888	0.5954
3	0.2303	0.1579	0.3092	0.2368
4	0.3766	0.5806	0.4984	0.7023
4	0.0970	0.7697	0.1661	0.8388
4	0.7352	0.6645	0.8602	0.7895
5	0.1283	0.4030	0.2039	0.4786
5	0.3454	0.3997	0.4408	0.4951
5	0.6480	0.1283	0.7632	0.2434
6	0.6727	0.3273	0.7582	0.4128
6	0.3405	0.0806	0.4095	0.1497
6	0.2763	0.5214	0.3487	0.5938
7	0.5526	0.6480	0.6250	0.7204
7	0.0987	0.0740	0.1711	0.1464
7	0.5115	0.0707	0.5839	0.1431
8	0.3997	0.7385	0.4720	0.8109
8	0.8520	0.0707	0.9243	0.1431
8	0.0691	0.5773	0.1414	0.6497
