0	0.7599	0.6530	0.8322	0.7253
0	0.4967	0.8289	0.5921	0.9243
0	0.5576	0.2549	0.6793	0.3766
1	0.6365	0.1365	0.7220	0.2220
1	0.3997	0.4079	0.5049	0.5132
1	0.3750	0.1694	0.4737	0.2681
2	0.1283	0.3717	0.1974	0.4408
2	0.1118	0.7056	0.2336	0.8273
2	0.5312	0.5954	0.6003	0.6645
3	0.7993	0.8207	0.8980	0.9194
3	0.1678	0.0855	0.2401	0.1579
3	0.7829	0.2961	0.8717	0.3849
4	0.6250	0.8026	0.7336	0.9112
4	0.3701	0.5724	0.4918	0.6941
4	0.8405	0.4556	0.9326	0.5477
5	0.2188	0.5905	0.3339	0.7056
5	0.6546	0.5164	0.7829	0.6447
5	0.6743	0.3849	0.7500	0.4605
6	0.3586	0.7763	0.4638	0.8816
6	0.4671	0.0625	0.5888	0.1842
6	0.7977	0.1447	0.8898	0.2368
7	0.2895	0.0576	0.3816	0.1497
7	0.1661	0.2319	0.2582	0.3240
7	0.0905	0.5757	0.1826	0.6678
8	0.2615	0.3816	0.3536	0.4737
8	0.0839	0.8454	0.1760	0.9375
8	0.5378	0.4507	0.6299	0.5428
