0	0.7368	0.0724	0.8487	0.1842
0	0.6365	0.8405	0.7352	0.9391
0	0.7714	0.5000	0.8766	0.6053
1	0.1053	0.8010	0.2336	0.9293
1	0.2533	0.6513	0.3224	0.7204
1	0.5000	0.7763	0.5888	0.8651
2	0.4951	0.5855	0.5938	0.6842
2	0.3289	0.1069	0.4539	0.2319
2	0.3618	0.5411	0.4539	0.6332
3	0.0641	0.6168	0.1365	0.6891
3	0.6480	0.4589	0.7204	0.5312
3	0.6562	0.2319	0.7812	0.3569
4	0.5789	0.1135	0.7007	0.2352
4	0.0822	0.1365	0.2072	0.2615
4	0.8536	0.8224	0.9326	0.9013
5	0.8158	0.2434	0.8849	0.3125
5	0.4030	0.2418	0.4984	0.3372
5	0.5066	0.3438	0.5921	0.4293
6	0.7977	0.6546	0.9260	0.7829
6	0.1003	0.4359	0.1760	0.5115
6	0.2237	0.2352	0.3520	0.3635
7	0.2188	0.3701	0.3470	0.4984
7	0.5938	0.6809	0.7220	0.8092
7	0.4655	0.0345	0.5938	0.1628
8	0.2796	0.7895	0.4079	0.9178
8	0.0395	0.2780	0.1678	0.4062
8	0.3701	0.3882	0.4984	0.5164
