0	0.4753	0.3207	0.5543	0.3997
0	0.0609	0.0757	0.1562	0.1711
0	0.8174	0.1003	0.9260	0.2089
1	0.2730	0.4819	0.3980	0.6069
1	0.5888	0.8339	0.6776	0.9227
1	0.5148	0.4819	0.6332	0.6003
2	0.6727	0.2155	0.7911	0.3339
2	0.5625	0.6891	0.6743	0.8010
2	0.3010	0.2632	0.4293	0.3914
3	0.0559	0.3322	0.1776	0.4539
3	0.6184	0.3882	0.7434	0.5132
3	0.8306	0.6711	0.9424	0.7829
4	0.3832	0.6447	0.4786	0.7401
4	0.8503	0.4309	0.9227	0.5033
4	0.4079	0.7796	0.5033	0.8750
5	0.7204	0.5839	0.8158	0.6793
5	0.5099	0.1431	0.6283	0.2615
5	0.0757	0.4967	0.1579	0.5789
6	0.1316	0.6628	0.2401	0.7714
6	0.2171	0.1645	0.3289	0.2763
6	0.7253	0.8092	0.8043	0.8882
7	0.1316	0.8503	0.2105	0.9293
7	0.3964	0.0658	0.4753	0.1447
7	0.2714	0.8109	0.3503	0.8898
8	0.0592	0.2188	0.1382	0.2977
8	0.6365	0.0724	0.7155	0.1513
8	0.8355	0.2862	0.9145	0.3651
