0	0.3734	0.4227	0.4852	0.5345
0	0.7138	0.5609	0.7895	0.6365
0	0.5428	0.6530	0.6447	0.7549
1	0.7319	0.7336	0.8470	0.8487
1	0.2780	0.5872	0.3799	0.6891
1	0.2582	0.7944	0.3536	0.8898
2	0.1431	0.1332	0.2220	0.2122
2	0.7401	0.3010	0.8684	0.4293
2	0.5609	0.1036	0.6859	0.2286
3	0.4046	0.8257	0.5066	0.9276
3	0.0526	0.3043	0.1546	0.4062
3	0.1332	0.6891	0.1990	0.7549
4	0.6875	0.1727	0.8026	0.2878
4	0.1974	0.4605	0.3125	0.5757
4	0.5938	0.4803	0.6727	0.5592
5	0.0855	0.8059	0.1875	0.9079
5	0.3174	0.2253	0.4062	0.3141
5	0.3043	0.0806	0.3734	0.1497
6	0.7993	0.4523	0.8947	0.5477
6	0.8503	0.1957	0.9260	0.2714
6	0.5740	0.3355	0.6398	0.4013
7	0.8503	0.8635	0.9161	0.9293
7	0.4441	0.6053	0.5099	0.6711
7	0.6447	0.8651	0.7105	0.9309
8	0.2105	0.2993	0.2763	0.3651
8	0.4605	0.1579	0.5263	0.2237
8	0.8602	0.6546	0.9260	0.7204
