0	0.4885	0.7418	0.5740	0.8273
0	0.5280	0.5033	0.6168	0.5921
0	0.8289	0.5987	0.9276	0.6974
1	0.2122	0.4293	0.3339	0.5510
1	0.3372	0.6086	0.4424	0.7138
1	0.2007	0.2812	0.3059	0.3865
2	0.3849	0.2368	0.5066	0.3586
2	0.7171	0.7467	0.8125	0.8421
2	0.8553	0.4622	0.9276	0.5345
3	0.6711	0.5740	0.7434	0.6464
3	0.3816	0.0674	0.5000	0.1859
3	0.6694	0.3010	0.7582	0.3898
4	0.0428	0.7664	0.1711	0.8947
4	0.1513	0.0970	0.2401	0.1859
4	0.0839	0.3553	0.1760	0.4474
5	0.3651	0.4112	0.4408	0.4868
5	0.6053	0.0674	0.7007	0.1628
5	0.5214	0.3438	0.6365	0.4589
6	0.8026	0.8438	0.9079	0.9490
6	0.1102	0.5625	0.1826	0.6349
6	0.8388	0.1365	0.9046	0.2023
7	0.2928	0.8438	0.3586	0.9095
7	0.0674	0.2401	0.1332	0.3059
7	0.2089	0.7418	0.2747	0.8076
8	0.2862	0.1694	0.3520	0.2352
8	0.6217	0.8635	0.6875	0.9293
8	0.8372	0.3322	0.9030	0.3980
