0	0.2796	0.3783	0.3651	0.4638
0	0.6793	0.1859	0.7549	0.2615
0	0.7944	0.5477	0.8832	0.6365
1	0.4243	0.6694	0.5526	0.7977
1	0.8257	0.3273	0.9375	0.4391
1	0.0872	0.4984	0.1595	0.5707
2	0.5609	0.3240	0.6891	0.4523
2	0.3783	0.2747	0.4868	0.3832
2	0.7484	0.7451	0.8701	0.8668
3	0.1776	0.7270	0.2500	0.7993
3	0.2961	0.4934	0.4243	0.6217
3	0.0658	0.8388	0.1316	0.9046
4	0.5789	0.5066	0.6711	0.5987
4	0.2220	0.2023	0.3010	0.2812
4	0.4030	0.0822	0.4786	0.1579
5	0.2812	0.8158	0.3832	0.9178
5	0.6727	0.8569	0.7484	0.9326
5	0.5855	0.7418	0.6612	0.8174
6	0.5461	0.1842	0.6151	0.2533
6	0.7171	0.4227	0.7862	0.4918
6	0.0905	0.2812	0.1562	0.3470
7	0.1184	0.1102	0.1842	0.1760
7	0.4770	0.8520	0.5428	0.9178
7	0.8569	0.1924	0.9227	0.2582
8	0.4671	0.4441	0.5329	0.5099
8	0.0740	0.6530	0.1398	0.7188
8	0.2089	0.5921	0.2747	0.6579
