0	0.4309	0.7303	0.4967	0.7961
0	0.6990	0.8240	0.7845	0.9095
0	0.5822	0.2516	0.7072	0.3766
1	0.0428	0.2336	0.1711	0.3618
1	0.1842	0.1234	0.2796	0.2188
1	0.5921	0.6184	0.7007	0.7270
2	0.3520	0.3487	0.4243	0.4211
2	0.1628	0.3257	0.2714	0.4342
2	0.7681	0.1908	0.8470	0.2697
3	0.1086	0.5724	0.2237	0.6875
3	0.2566	0.6612	0.3651	0.7697
3	0.4095	0.0839	0.5049	0.1793
4	0.2484	0.5230	0.3405	0.6151
4	0.2895	0.8158	0.3553	0.8816
4	0.8207	0.5789	0.9359	0.6941
5	0.5625	0.1316	0.6645	0.2336
5	0.4260	0.5230	0.5115	0.6086
5	0.6480	0.4720	0.7500	0.5740
6	0.5033	0.8602	0.5757	0.9326
6	0.0905	0.8240	0.2089	0.9424
6	0.4079	0.2237	0.5033	0.3191
7	0.5148	0.4178	0.6102	0.5132
7	0.8438	0.0740	0.9391	0.1694
7	0.7615	0.4030	0.8569	0.4984
8	0.0526	0.4474	0.1480	0.5428
8	0.0510	0.0839	0.1464	0.1793
8	0.8322	0.8470	0.9276	0.9424
