0	0.4918	0.2286	0.5674	0.3043
0	0.7336	0.2368	0.8257	0.3289
0	0.0641	0.5247	0.1595	0.6201
1	0.2878	0.3668	0.3964	0.4753
1	0.3569	0.7401	0.4819	0.8651
1	0.1826	0.0609	0.2878	0.1661
2	0.1447	0.6365	0.2500	0.7418
2	0.1809	0.8372	0.2961	0.9523
2	0.7089	0.7697	0.8043	0.8651
3	0.3405	0.5526	0.4457	0.6579
3	0.7007	0.3964	0.8026	0.4984
3	0.1184	0.1974	0.2336	0.3125
4	0.5296	0.6793	0.6316	0.7812
4	0.1579	0.4276	0.2796	0.5493
4	0.3914	0.0789	0.4803	0.1678
5	0.5181	0.3783	0.6234	0.4836
5	0.5674	0.8257	0.6793	0.9375
5	0.7385	0.5806	0.8076	0.6497
6	0.5888	0.0806	0.6809	0.1727
6	0.3503	0.2188	0.4227	0.2911
6	0.5707	0.4967	0.6990	0.6250
7	0.7336	0.0658	0.8618	0.1941
7	0.8224	0.4260	0.9507	0.5543
7	0.0444	0.7270	0.1727	0.8553
8	0.8339	0.6250	0.9622	0.7533
8	0.0461	0.3174	0.1743	0.4457
8	0.8224	0.8273	0.9507	0.9556
