0	0.0789	0.1743	0.1842	0.2796
0	0.1266	0.3191	0.2155	0.4079
0	0.4391	0.5839	0.5378	0.6826
1	0.3158	0.7566	0.3849	0.8257
1	0.3141	0.0888	0.3931	0.1678
1	0.2336	0.4013	0.3520	0.5197
2	0.4507	0.8602	0.5230	0.9326
2	0.2352	0.5576	0.3043	0.6266
2	0.3438	0.2155	0.4490	0.3207
3	0.6908	0.8388	0.7928	0.9408
3	0.8059	0.6743	0.8914	0.7599
3	0.7467	0.4474	0.8520	0.5526
4	0.5592	0.2237	0.6513	0.3158
4	0.5526	0.4704	0.6743	0.5921
4	0.6809	0.2812	0.8026	0.4030
5	0.6612	0.0477	0.7895	0.1760
5	0.1053	0.7796	0.1776	0.8520
5	0.8339	0.2056	0.9523	0.3240
6	0.6760	0.6086	0.7484	0.6809
6	0.8372	0.0543	0.9589	0.1760
6	0.4572	0.0510	0.5559	0.1497
7	0.5773	0.7648	0.6760	0.8635
7	0.4326	0.3355	0.5312	0.4342
7	0.0493	0.5378	0.1480	0.6365
8	0.1678	0.0559	0.2664	0.1546
8	0.8470	0.8257	0.9457	0.9243
8	0.1990	0.8438	0.2977	0.9424
