0	0.4408	0.3141	0.5230	0.3964
0	0.0987	0.6398	0.2072	0.7484
0	0.2697	0.1678	0.3980	0.2961
1	0.3207	0.5674	0.3898	0.6365
1	0.6612	0.5247	0.7401	0.6036
1	0.0839	0.4030	0.1628	0.4819
2	0.5477	0.8438	0.6234	0.9194
2	0.7336	0.6924	0.8289	0.7878
2	0.7615	0.1760	0.8668	0.2812
3	0.4112	0.0872	0.5099	0.1859
3	0.2319	0.0461	0.3372	0.1513
3	0.5855	0.1859	0.6875	0.2878
4	0.8405	0.2993	0.9589	0.4178
4	0.4803	0.5789	0.5888	0.6875
4	0.0789	0.8586	0.1447	0.9243
5	0.4112	0.7780	0.4868	0.8536
5	0.6464	0.3405	0.7549	0.4490
5	0.2730	0.3849	0.4013	0.5132
6	0.1283	0.2747	0.2204	0.3668
6	0.8372	0.5576	0.9030	0.6234
6	0.6957	0.8224	0.7944	0.9211
7	0.8289	0.8470	0.9276	0.9457
7	0.2385	0.7484	0.3372	0.8470
7	0.5707	0.7023	0.6694	0.8010
8	0.0822	0.0921	0.1809	0.1908
8	0.5345	0.4424	0.6332	0.5411
8	0.7105	0.0592	0.8092	0.1579
