0	0.7352	0.7878	0.8635	0.9161
0	0.6957	0.1036	0.8010	0.2089
0	0.8569	0.1069	0.9227	0.1727
1	0.6036	0.4671	0.7056	0.5691
1	0.2253	0.7188	0.3503	0.8438
1	0.1053	0.3026	0.2270	0.4243
2	0.4326	0.3388	0.5214	0.4276
2	0.5954	0.7220	0.6776	0.8043
2	0.3849	0.7138	0.5066	0.8355
3	0.0641	0.0378	0.1924	0.1661
3	0.3816	0.5559	0.4572	0.6316
3	0.6842	0.2829	0.7533	0.3520
4	0.0773	0.6020	0.1727	0.6974
4	0.1332	0.8141	0.2418	0.9227
4	0.8470	0.5444	0.9227	0.6201
5	0.7188	0.6003	0.8207	0.7023
5	0.5641	0.0658	0.6628	0.1645
5	0.2451	0.1941	0.3701	0.3191
6	0.8553	0.2681	0.9342	0.3470
6	0.2122	0.5296	0.3240	0.6414
6	0.3865	0.0970	0.5049	0.2155
7	0.2566	0.3717	0.3750	0.4901
7	0.7829	0.3964	0.9013	0.5148
7	0.4934	0.8372	0.6118	0.9556
8	0.5280	0.2039	0.6464	0.3224
8	0.8405	0.6694	0.9589	0.7878
8	0.4984	0.5921	0.6168	0.7105
