0	0.5428	0.0872	0.6678	0.2122
0	0.2171	0.7204	0.2928	0.7961
0	0.6891	0.5378	0.7648	0.6135
1	0.7023	0.7878	0.7878	0.8734
1	0.3092	0.4967	0.4046	0.5921
1	0.6908	0.2451	0.8092	0.3635
2	0.8207	0.5954	0.8931	0.6678
2	0.4375	0.1431	0.5066	0.2122
2	0.3717	0.7599	0.4539	0.8421
3	0.5197	0.4408	0.6086	0.5296
3	0.1414	0.0822	0.2336	0.1743
3	0.1579	0.8405	0.2270	0.9095
4	0.2286	0.3092	0.3076	0.3882
4	0.6168	0.6760	0.6859	0.7451
4	0.8109	0.1053	0.9260	0.2204
5	0.8257	0.4326	0.9375	0.5444
5	0.0691	0.2007	0.1382	0.2697
5	0.1431	0.4112	0.2549	0.5230
6	0.4655	0.2599	0.5839	0.3783
6	0.8388	0.2533	0.9539	0.3684
6	0.5658	0.8043	0.6382	0.8766
7	0.2928	0.1826	0.3651	0.2549
7	0.4145	0.6217	0.4868	0.6941
7	0.0822	0.6974	0.1546	0.7697
8	0.1908	0.5707	0.2632	0.6431
8	0.8586	0.8306	0.9309	0.9030
8	0.3832	0.3635	0.4556	0.4359
