0	0.3043	0.5411	0.3964	0.6332
0	0.5707	0.7385	0.6957	0.8635
0	0.4062	0.4539	0.5312	0.5789
1	0.4424	0.6250	0.5312	0.7138
1	0.8043	0.6859	0.8832	0.7648
1	0.2385	0.3734	0.3470	0.4819
2	0.2648	0.7615	0.3470	0.8438
2	0.6168	0.4803	0.7451	0.6086
2	0.3339	0.1135	0.4326	0.2122
3	0.1020	0.6530	0.1776	0.7286
3	0.4918	0.0806	0.6003	0.1891
3	0.8158	0.0543	0.9112	0.1497
4	0.6118	0.2780	0.7303	0.3964
4	0.7681	0.1957	0.8865	0.3141
4	0.8470	0.8487	0.9260	0.9276
5	0.8355	0.3947	0.9112	0.4704
5	0.6661	0.1069	0.7516	0.1924
5	0.4375	0.3273	0.5164	0.4062
6	0.1875	0.2237	0.3125	0.3487
6	0.7007	0.8076	0.8092	0.9161
6	0.1382	0.8240	0.2664	0.9523
7	0.0559	0.0872	0.1842	0.2155
7	0.0609	0.3421	0.1891	0.4704
7	0.3750	0.7467	0.5033	0.8750
8	0.7944	0.5099	0.9227	0.6382
8	0.0461	0.4967	0.1743	0.6250
8	0.1859	0.0625	0.3141	0.1908
